BuildingIndex,DS1_idr,DS2_idr,DS3_idr,DS4_idr,NS,story_height,mass,ys,yd,us,ud,pinch,beta
6925,0.004,0.012,0.04,0.1,2,2.1336,3009000.0,"2.3615e+07,1.5743e+07","0.03721,0.02480","7.0844e+07,4.7229e+07","0.89218,0.59479",0.8,0.1
6926,0.004,0.0099,0.0306,0.075,1,4.2672,1186000.0,3.4904e+06,0.00913,1.0471e+07,0.16438,0.6,0.1
6927,0.004,0.012,0.04,0.1,2,2.1336,2183000.0,"1.7132e+07,1.1421e+07","0.03721,0.02480","5.1397e+07,3.4264e+07","0.89218,0.59479",0.8,0.1
6928,0.004,0.0099,0.0306,0.075,1,4.2672,935000.0,2.7517e+06,0.00913,8.2551e+06,0.16438,0.6,0.1
6929,0.004,0.0099,0.0306,0.075,1,4.2672,2000000.0,5.8860e+06,0.00913,1.7658e+07,0.16438,0.6,0.1
6930,0.004,0.0099,0.0306,0.075,1,4.2672,1456000.0,4.2850e+06,0.00913,1.2855e+07,0.16438,0.6,0.1
6931,0.004,0.012,0.04,0.1,2,2.1336,3952000.0,"3.1015e+07,2.0677e+07","0.03721,0.02480","9.3046e+07,6.2031e+07","0.89218,0.59479",0.8,0.1
6932,0.004,0.012,0.04,0.1,2,2.1336,1976000.0,"1.5508e+07,1.0338e+07","0.03721,0.02480","4.6523e+07,3.1015e+07","0.89218,0.59479",0.8,0.1
6933,0.004,0.012,0.04,0.1,2,2.1336,4895000.0,"3.8416e+07,2.5611e+07","0.03721,0.02480","1.1525e+08,7.6832e+07","0.89218,0.59479",0.8,0.1
6934,0.0032,0.0061,0.0158,0.04,1,6.096,3090300.0,3.0316e+06,0.00076,7.5790e+06,0.01142,0.2,0.4
6935,0.004,0.012,0.04,0.1,2,2.1336,3349000.0,"2.6283e+07,1.7522e+07","0.03721,0.02480","7.8849e+07,5.2566e+07","0.89218,0.59479",0.8,0.1
6936,0.004,0.0099,0.0306,0.075,1,4.2672,605000.0,1.7805e+06,0.00913,5.3415e+06,0.16438,0.6,0.1
6937,0.004,0.0099,0.0306,0.075,1,4.2672,2219000.0,6.5305e+06,0.00913,1.9592e+07,0.16438,0.6,0.1
6938,0.004,0.0099,0.0306,0.075,2,2.1336,2097000.0,"1.2343e+07,8.2286e+06","0.02790,0.01860","3.7029e+07,2.4686e+07","0.50229,0.33486",0.6,0.1
6939,0.004,0.012,0.04,0.1,2,2.1336,2317000.0,"1.8184e+07,1.2123e+07","0.03721,0.02480","5.4551e+07,3.6368e+07","0.89218,0.59479",0.8,0.1
